"X","participant_id","exp_trial_type","block_n","trial_n","trial_index","time_elapsed","partner_id","object","label","object_choices","object_selected","score","rt","condition","pair_id","key_feature","predicted"
33067,"p166","director",1,67,270,1034471,"p165","star_pink","star","","",NA,1523.39999999851,"fixed_associations","p165-p166","pink",NA
33069,"p166","director",1,69,277,1049711,"p165","cross_grey","cross","","",NA,2080,"fixed_associations","p165-p166","grey",NA
33071,"p166","director",1,71,284,1064791,"p165","diamond_yellow","diamond","","",NA,1811,"fixed_associations","p165-p166","yellow",NA
33073,"p166","director",2,73,293,1100006,"p165","splat_pink","star","","",NA,17164.5,"fixed_associations","p165-p166","pink",1
33075,"p166","director",2,75,300,1140997,"p165","splat_grey","star","","",NA,9672.09999999776,"fixed_associations","p165-p166","grey",0
33077,"p166","director",2,77,307,1163404,"p165","splat_yellow","star","","",NA,3883.70000000298,"fixed_associations","p165-p166","yellow",0
33079,"p166","director",2,79,314,1191028,"p165","splat_red","star","","",NA,9427.89999999851,"fixed_associations","p165-p166","red",0
33081,"p166","director",2,81,321,1214963,"p165","splat_red","hexagon","","",NA,8074.39999999851,"fixed_associations","p165-p166","red",1
33083,"p166","director",2,83,328,1232779,"p165","splat_yellow","star","","",NA,1733.80000000075,"fixed_associations","p165-p166","yellow",0
33085,"p166","director",2,85,335,1255706,"p165","splat_grey","diamond","","",NA,5693.80000000075,"fixed_associations","p165-p166","grey",0
33087,"p166","director",2,87,342,1279386,"p165","splat_pink","star","","",NA,3770.30000000075,"fixed_associations","p165-p166","pink",1
33089,"p166","director",2,89,349,1295761,"p165","splat_yellow","star","","",NA,2071.79999999702,"fixed_associations","p165-p166","yellow",0
33091,"p166","director",2,91,356,1315673,"p165","splat_pink","diamond","","",NA,2757.60000000149,"fixed_associations","p165-p166","pink",0
33093,"p166","director",2,93,363,1337681,"p165","splat_red","diamond","","",NA,1606.69999999925,"fixed_associations","p165-p166","red",0
33095,"p166","director",2,95,370,1354080,"p165","splat_grey","star","","",NA,2431.79999999702,"fixed_associations","p165-p166","grey",0
33097,"p166","director",2,97,377,1371088,"p165","splat_grey","star","","",NA,2311.69999999925,"fixed_associations","p165-p166","grey",0
33099,"p166","director",2,99,384,1386655,"p165","splat_yellow","star","","",NA,2406.29999999702,"fixed_associations","p165-p166","yellow",0
33101,"p166","director",2,101,391,1403943,"p165","splat_pink","star","","",NA,1248.19999999925,"fixed_associations","p165-p166","pink",1
33103,"p166","director",2,103,398,1420847,"p165","splat_red","star","","",NA,1262.90000000224,"fixed_associations","p165-p166","red",0
33105,"p166","director",3,105,405,1435454,"p165","star_grey","star","","",NA,1133,"fixed_associations","p165-p166","grey",0
33107,"p166","director",3,107,412,1460366,"p165","star_yellow","star","","",NA,2575.5,"fixed_associations","p165-p166","yellow",1
33109,"p166","director",3,109,419,1479582,"p165","hexagon_pink","hexagon","","",NA,3653.30000000075,"fixed_associations","p165-p166","pink",0
33111,"p166","director",3,111,426,1499909,"p165","diamond_red","diamond","","",NA,4220.60000000149,"fixed_associations","p165-p166","red",0
33113,"p166","director",3,113,433,1520116,"p165","cross_red","cross","","",NA,2601,"fixed_associations","p165-p166","red",0
33115,"p166","director",3,115,440,1537356,"p165","diamond_pink","diamond","","",NA,2053.5,"fixed_associations","p165-p166","pink",0
33117,"p166","director",3,117,447,1556875,"p165","hexagon_grey","hexagon","","",NA,2901.40000000224,"fixed_associations","p165-p166","grey",0
33119,"p166","director",3,119,454,1578451,"p165","cross_yellow","cross","","",NA,2182.10000000149,"fixed_associations","p165-p166","yellow",0
33121,"p166","director",3,121,461,1593483,"p165","hexagon_yellow","hexagon","","",NA,1942.60000000149,"fixed_associations","p165-p166","yellow",0
33123,"p166","director",3,123,468,1613218,"p165","hexagon_pink","hexagon","","",NA,2507,"fixed_associations","p165-p166","pink",0
33125,"p166","director",3,125,475,1634066,"p165","star_grey","star","","",NA,2603.5,"fixed_associations","p165-p166","grey",0
33127,"p166","director",3,127,482,1652770,"p165","star_red","star","","",NA,2541.19999999925,"fixed_associations","p165-p166","red",0
33129,"p166","director",3,129,489,1673609,"p165","diamond_pink","diamond","","",NA,2144.90000000224,"fixed_associations","p165-p166","pink",0
33131,"p166","director",3,131,496,1690865,"p165","cross_red","cross","","",NA,2040.80000000075,"fixed_associations","p165-p166","red",0
33133,"p166","director",3,133,503,1709576,"p165","hexagon_yellow","hexagon","","",NA,2038.69999999925,"fixed_associations","p165-p166","yellow",0
33135,"p166","director",3,135,510,1729000,"p165","hexagon_grey","hexagon","","",NA,2363.5,"fixed_associations","p165-p166","grey",0
33137,"p166","director",4,137,519,1756231,"p165","city","hexagon","","",NA,6616.59999999776,"fixed_associations","p165-p166","city",0
33139,"p166","director",4,139,526,1787454,"p165","volcano","hexagon","","",NA,10851,"fixed_associations","p165-p166","volcano",1
33141,"p166","director",4,141,533,1815966,"p165","pig","hexagon","","",NA,7347.80000000075,"fixed_associations","p165-p166","pig",0
33143,"p166","director",4,143,540,1838789,"p165","banana","star","","",NA,3656.20000000298,"fixed_associations","p165-p166","banana",0
33145,"p166","director",4,145,547,1857677,"p165","volcano","hexagon","","",NA,2273.59999999776,"fixed_associations","p165-p166","volcano",1
33147,"p166","director",4,147,554,1878852,"p165","pig","cross","","",NA,2671.30000000075,"fixed_associations","p165-p166","pig",0
33149,"p166","director",4,149,561,1899556,"p165","banana","star","","",NA,4224.19999999925,"fixed_associations","p165-p166","banana",0
33151,"p166","director",4,151,568,1916844,"p165","city","hexagon","","",NA,2547.79999999702,"fixed_associations","p165-p166","city",0
33153,"p166","director",4,153,575,1939155,"p165","pig","cross","","",NA,4617.19999999925,"fixed_associations","p165-p166","pig",0
33155,"p166","director",4,155,582,1959187,"p165","volcano","hexagon","","",NA,2887.89999999851,"fixed_associations","p165-p166","volcano",1
33157,"p166","director",4,157,589,1980154,"p165","city","diamond","","",NA,6190.20000000298,"fixed_associations","p165-p166","city",0
33159,"p166","director",4,159,596,1998562,"p165","banana","star","","",NA,1733.80000000075,"fixed_associations","p165-p166","banana",0
33161,"p166","director",4,161,603,2018834,"p165","volcano","hexagon","","",NA,3712.19999999925,"fixed_associations","p165-p166","volcano",1
33163,"p166","director",4,163,610,2041441,"p165","city","diamond","","",NA,4290.19999999925,"fixed_associations","p165-p166","city",0
33165,"p166","director",4,165,617,2062672,"p165","banana","star","","",NA,2409,"fixed_associations","p165-p166","banana",0
33167,"p166","director",4,167,624,2080568,"p165","pig","cross","","",NA,2514.39999999851,"fixed_associations","p165-p166","pig",0
33169,"p166","director",5,169,631,2107135,"p165","inlove","diamond","","",NA,7225.60000000149,"fixed_associations","p165-p166","inlove",0
33171,"p166","director",5,171,638,2131927,"p165","angry","cross","","",NA,6207.10000000149,"fixed_associations","p165-p166","angry",0
33173,"p166","director",5,173,645,2156831,"p165","happy","star","","",NA,3541.39999999851,"fixed_associations","p165-p166","happy",0
33175,"p166","director",5,175,652,2185158,"p165","sad","hexagon","","",NA,7158.69999999925,"fixed_associations","p165-p166","sad",0
33177,"p166","director",5,177,659,2203885,"p165","happy","star","","",NA,1989.89999999851,"fixed_associations","p165-p166","happy",0
33179,"p166","director",5,179,666,2222773,"p165","sad","hexagon","","",NA,5278.30000000075,"fixed_associations","p165-p166","sad",0
33181,"p166","director",5,181,673,2239908,"p165","inlove","diamond","","",NA,1931.10000000149,"fixed_associations","p165-p166","inlove",0
33183,"p166","director",5,183,680,2259804,"p165","angry","cross","","",NA,1843.40000000224,"fixed_associations","p165-p166","angry",0
33185,"p166","director",5,185,687,2276292,"p165","angry","cross","","",NA,2781.39999999851,"fixed_associations","p165-p166","angry",0
33187,"p166","director",5,187,694,2294027,"p165","happy","star","","",NA,1747.30000000075,"fixed_associations","p165-p166","happy",0
33189,"p166","director",5,189,701,2309707,"p165","inlove","diamond","","",NA,1382,"fixed_associations","p165-p166","inlove",0
33191,"p166","director",5,191,708,2328203,"p165","sad","hexagon","","",NA,1896.59999999776,"fixed_associations","p165-p166","sad",0
33193,"p166","director",5,193,715,2344018,"p165","happy","star","","",NA,1894.80000000075,"fixed_associations","p165-p166","happy",0
33195,"p166","director",5,195,722,2360074,"p165","sad","hexagon","","",NA,2749,"fixed_associations","p165-p166","sad",0
33197,"p166","director",5,197,729,2376786,"p165","inlove","diamond","","",NA,1729.5,"fixed_associations","p165-p166","inlove",0
33199,"p166","director",5,199,736,2392993,"p165","angry","cross","","",NA,2003.5,"fixed_associations","p165-p166","angry",0
33209,"p167","director",1,9,67,768180,"p048","pentagon_yellow","pentagon","","",NA,4812.29999995232,"random_associations","p048-p167","yellow",NA
33211,"p167","director",1,11,74,788603,"p048","diamond_red","diamond","","",NA,4260.39999985695,"random_associations","p048-p167","red",NA
33213,"p167","director",1,13,81,805585,"p048","cross_yellow","cross","","",NA,1977,"random_associations","p048-p167","yellow",NA
33215,"p167","director",1,15,88,823691,"p048","square_grey","square","","",NA,2304.90000009537,"random_associations","p048-p167","grey",NA
33217,"p167","director",1,17,95,842310,"p048","square_pink","square","","",NA,3557.70000004768,"random_associations","p048-p167","pink",NA
33219,"p167","director",1,19,102,868635,"p048","pentagon_grey","pentagon","","",NA,3796.70000004768,"random_associations","p048-p167","grey",NA
33221,"p167","director",1,21,109,888764,"p048","diamond_red","diamond","","",NA,2449.20000004768,"random_associations","p048-p167","red",NA
33223,"p167","director",1,23,116,907122,"p048","cross_grey","cross","","",NA,2226,"random_associations","p048-p167","grey",NA
33225,"p167","director",1,25,123,924119,"p048","pentagon_grey","pentagon","","",NA,2294.30000019073,"random_associations","p048-p167","grey",NA
33227,"p167","director",1,27,130,941252,"p048","diamond_red","diamond","","",NA,2683.60000014305,"random_associations","p048-p167","red",NA
33229,"p167","director",1,29,137,960418,"p048","square_yellow","square","","",NA,2286.09999990463,"random_associations","p048-p167","yellow",NA
33231,"p167","director",1,31,144,976802,"p048","cross_grey","cross","","",NA,1726,"random_associations","p048-p167","grey",NA
33233,"p167","director",1,33,151,994169,"p048","square_grey","square","","",NA,2329,"random_associations","p048-p167","grey",NA
33235,"p167","director",1,35,158,1012845,"p048","diamond_grey","diamond","","",NA,2689.80000019073,"random_associations","p048-p167","grey",NA
33237,"p167","director",1,37,165,1029033,"p048","cross_yellow","cross","","",NA,1976.90000009537,"random_associations","p048-p167","yellow",NA
33239,"p167","director",1,39,172,1048108,"p048","pentagon_pink","pentagon","","",NA,3839.20000004768,"random_associations","p048-p167","pink",NA
33241,"p167","director",1,41,179,1064006,"p048","cross_grey","cross","","",NA,1926.20000004768,"random_associations","p048-p167","grey",NA
33243,"p167","director",1,43,186,1081157,"p048","diamond_yellow","diamond","","",NA,3707.70000004768,"random_associations","p048-p167","yellow",NA
33245,"p167","director",1,45,193,1100628,"p048","pentagon_grey","pentagon","","",NA,2818.5,"random_associations","p048-p167","grey",NA
33247,"p167","director",1,47,200,1116950,"p048","square_pink","square","","",NA,1833.20000004768,"random_associations","p048-p167","pink",NA
33249,"p167","director",1,49,207,1134407,"p048","diamond_grey","diamond","","",NA,2494.20000004768,"random_associations","p048-p167","grey",NA
33251,"p167","director",1,51,214,1152897,"p048","pentagon_yellow","pentagon","","",NA,3900.60000014305,"random_associations","p048-p167","yellow",NA
33253,"p167","director",1,53,221,1169344,"p048","cross_yellow","cross","","",NA,1984.5,"random_associations","p048-p167","yellow",NA
33255,"p167","director",1,55,228,1186879,"p048","square_red","square","","",NA,3567.70000004768,"random_associations","p048-p167","red",NA
33257,"p167","director",1,57,235,1202605,"p048","diamond_pink","diamond","","",NA,2291.29999995232,"random_associations","p048-p167","pink",NA
33259,"p167","director",1,59,242,1218702,"p048","pentagon_red","pentagon","","",NA,2564.09999990463,"random_associations","p048-p167","red",NA
33261,"p167","director",1,61,249,1235877,"p048","square_yellow","square","","",NA,2161.89999985695,"random_associations","p048-p167","yellow",NA
33263,"p167","director",1,63,256,1256303,"p048","cross_grey","cross","","",NA,3897.5,"random_associations","p048-p167","grey",NA
33265,"p167","director",1,65,263,1284522,"p048","cross_grey","cross","","",NA,2781.20000004768,"random_associations","p048-p167","grey",NA
33267,"p167","director",1,67,270,1302912,"p048","diamond_grey","diamond","","",NA,3064.79999995232,"random_associations","p048-p167","grey",NA
33269,"p167","director",1,69,277,1325711,"p048","square_yellow","square","","",NA,3438.09999990463,"random_associations","p048-p167","yellow",NA
33271,"p167","director",1,71,284,1354510,"p048","pentagon_red","pentagon","","",NA,10519.2000000477,"random_associations","p048-p167","red",NA
33273,"p167","director",2,73,293,1420414,"p048","splat_yellow","diamond","","",NA,21833.9000000954,"random_associations","p048-p167","yellow",0
33275,"p167","director",2,75,300,1460775,"p048","splat_pink","square","","",NA,9980,"random_associations","p048-p167","pink",1
33277,"p167","director",2,77,307,1484523,"p048","splat_grey","diamond","","",NA,6113.79999995232,"random_associations","p048-p167","grey",0
33279,"p167","director",2,79,314,1512688,"p048","splat_red","pentagon","","",NA,12144.2000000477,"random_associations","p048-p167","red",0
33281,"p167","director",2,81,321,1539033,"p048","splat_yellow","square","","",NA,6336.69999980927,"random_associations","p048-p167","yellow",0
33283,"p167","director",2,83,328,1566788,"p048","splat_red","cross","","",NA,9084.79999995232,"random_associations","p048-p167","red",0
33285,"p167","director",2,85,335,1591946,"p048","splat_pink","pentagon","","",NA,6820.19999980927,"random_associations","p048-p167","pink",0
33287,"p167","director",2,87,342,1624957,"p048","splat_grey","pentagon","","",NA,3962.79999995232,"random_associations","p048-p167","grey",0
33289,"p167","director",2,89,349,1650237,"p048","splat_yellow","cross","","",NA,7510.70000004768,"random_associations","p048-p167","yellow",1
33291,"p167","director",2,91,356,1675756,"p048","splat_red","cross","","",NA,5533.60000014305,"random_associations","p048-p167","red",0
33293,"p167","director",2,93,363,1699534,"p048","splat_grey","cross","","",NA,5167.90000009537,"random_associations","p048-p167","grey",1
33295,"p167","director",2,95,370,1727321,"p048","splat_pink","square","","",NA,5299.70000004768,"random_associations","p048-p167","pink",1
33297,"p167","director",2,97,377,1756739,"p048","splat_yellow","diamond","","",NA,5928.5,"random_associations","p048-p167","yellow",0
33299,"p167","director",2,99,384,1793986,"p048","splat_pink","diamond","","",NA,3975.79999995232,"random_associations","p048-p167","pink",0
33301,"p167","director",2,101,391,1816622,"p048","splat_red","square","","",NA,6433.5,"random_associations","p048-p167","red",0
33303,"p167","director",2,103,398,1840445,"p048","splat_grey","pentagon","","",NA,7125.29999995232,"random_associations","p048-p167","grey",0
33305,"p167","director",3,105,405,1895927,"p048","pentagon_red","pentagon","","",NA,14131.7000000477,"random_associations","p048-p167","red",0
33307,"p167","director",3,107,412,1922682,"p048","diamond_yellow","diamond","","",NA,6307,"random_associations","p048-p167","yellow",1
33309,"p167","director",3,109,419,1948528,"p048","pentagon_grey","diamond","","",NA,4694.40000009537,"random_associations","p048-p167","grey",0
33311,"p167","director",3,111,426,1973619,"p048","cross_pink","cross","","",NA,4597.40000009537,"random_associations","p048-p167","pink",0
33313,"p167","director",3,113,433,1993933,"p048","cross_grey","pentagon","","",NA,4059.29999995232,"random_associations","p048-p167","grey",1
33315,"p167","director",3,115,440,2035503,"p048","pentagon_yellow","pentagon","","",NA,8417.10000014305,"random_associations","p048-p167","yellow",0
33317,"p167","director",3,117,447,2056218,"p048","pentagon_pink","diamond","","",NA,2819.09999990463,"random_associations","p048-p167","pink",1
33319,"p167","director",3,119,454,2086677,"p048","square_red","square","","",NA,4092.20000004768,"random_associations","p048-p167","red",0
33321,"p167","director",3,121,461,2104695,"p048","cross_pink","diamond","","",NA,2234,"random_associations","p048-p167","pink",1
33323,"p167","director",3,123,468,2130989,"p048","pentagon_yellow","diamond","","",NA,1251,"random_associations","p048-p167","yellow",1
33325,"p167","director",3,125,475,2194154,"p048","cross_grey","pentagon","","",NA,5983.70000004768,"random_associations","p048-p167","grey",1
33327,"p167","director",3,127,482,2211688,"p048","pentagon_red","pentagon","","",NA,2644,"random_associations","p048-p167","red",0
33329,"p167","director",3,129,489,2227916,"p048","diamond_red","cross","","",NA,2641.70000004768,"random_associations","p048-p167","red",1
33331,"p167","director",3,131,496,2245449,"p048","square_pink","square","","",NA,3743,"random_associations","p048-p167","pink",0
33333,"p167","director",3,133,503,2274644,"p048","square_grey","diamond","","",NA,3247.70000004768,"random_associations","p048-p167","grey",0
33335,"p167","director",3,135,510,2293828,"p048","pentagon_yellow","pentagon","","",NA,3781.60000014305,"random_associations","p048-p167","yellow",0
33337,"p167","director",4,137,519,2367003,"p048","pig","diamond","","",NA,10705.2999999523,"random_associations","p048-p167","pig",0
33339,"p167","director",4,139,526,2389128,"p048","banana","square","","",NA,4357.19999980927,"random_associations","p048-p167","banana",0
33341,"p167","director",4,141,533,2437566,"p048","city","square","","",NA,5611.90000009537,"random_associations","p048-p167","city",0
33343,"p167","director",4,143,540,2471274,"p048","volcano","pentagon","","",NA,8491.79999995232,"random_associations","p048-p167","volcano",1
33345,"p167","director",4,145,547,2494189,"p048","banana","square","","",NA,2949.79999995232,"random_associations","p048-p167","banana",0
33347,"p167","director",4,147,554,2515948,"p048","volcano","cross","","",NA,5522.89999985695,"random_associations","p048-p167","volcano",0
33349,"p167","director",4,149,561,2548042,"p048","pig","square","","",NA,15417.5,"random_associations","p048-p167","pig",0
33351,"p167","director",4,151,568,2570104,"p048","city","cross","","",NA,4199.70000004768,"random_associations","p048-p167","city",0
33353,"p167","director",4,153,575,2602688,"p048","volcano","square","","",NA,8909.20000004768,"random_associations","p048-p167","volcano",0
33355,"p167","director",4,155,582,2623827,"p048","pig","pentagon","","",NA,4459.29999995232,"random_associations","p048-p167","pig",1
33357,"p167","director",4,157,589,2647983,"p048","city","cross","","",NA,4455.5,"random_associations","p048-p167","city",0
33359,"p167","director",4,159,596,2666994,"p048","banana","diamond","","",NA,3917.89999985695,"random_associations","p048-p167","banana",1
33361,"p167","director",4,161,603,2687008,"p048","banana","diamond","","",NA,3181.20000004768,"random_associations","p048-p167","banana",1
33363,"p167","director",4,163,610,2708743,"p048","city","cross","","",NA,6649.79999995232,"random_associations","p048-p167","city",0
33365,"p167","director",4,165,617,2733308,"p048","volcano","pentagon","","",NA,3768.89999985695,"random_associations","p048-p167","volcano",1
33367,"p167","director",4,167,624,2762442,"p048","pig","diamond","","",NA,4736.20000004768,"random_associations","p048-p167","pig",0
33369,"p167","director",5,169,631,2792542,"p048","sad","diamond","","",NA,9513.20000004768,"random_associations","p048-p167","sad",1
33371,"p167","director",5,171,638,2816169,"p048","inlove","cross","","",NA,3884.29999995232,"random_associations","p048-p167","inlove",0
33373,"p167","director",5,173,645,2844117,"p048","happy","diamond","","",NA,4077.79999995232,"random_associations","p048-p167","happy",1
33375,"p167","director",5,175,652,2874517,"p048","angry","square","","",NA,6192.60000014305,"random_associations","p048-p167","angry",0
33377,"p167","director",5,177,659,2918407,"p048","inlove","diamond","","",NA,25078.8000001907,"random_associations","p048-p167","inlove",0
33379,"p167","director",5,179,666,2962275,"p048","happy","square","","",NA,6524.20000004768,"random_associations","p048-p167","happy",0
33381,"p167","director",5,181,673,2983406,"p048","angry","pentagon","","",NA,4679.09999990463,"random_associations","p048-p167","angry",1
33383,"p167","director",5,183,680,3009005,"p048","sad","diamond","","",NA,4171.80000019073,"random_associations","p048-p167","sad",1
33385,"p167","director",5,185,687,3034462,"p048","sad","diamond","","",NA,4379.10000014305,"random_associations","p048-p167","sad",1
33387,"p167","director",5,187,694,3052933,"p048","inlove","cross","","",NA,4185.19999980927,"random_associations","p048-p167","inlove",0
33389,"p167","director",5,189,701,3075630,"p048","happy","square","","",NA,4240.5,"random_associations","p048-p167","happy",0
33391,"p167","director",5,191,708,3098276,"p048","angry","pentagon","","",NA,6338.39999985695,"random_associations","p048-p167","angry",1
33393,"p167","director",5,193,715,3123536,"p048","sad","pentagon","","",NA,6261.40000009537,"random_associations","p048-p167","sad",0
33395,"p167","director",5,195,722,3161064,"p048","happy","diamond","","",NA,3662.20000004768,"random_associations","p048-p167","happy",1
33397,"p167","director",5,197,729,3213844,"p048","angry","square","","",NA,6799.5,"random_associations","p048-p167","angry",0
33399,"p167","director",5,199,736,3235131,"p048","inlove","cross","","",NA,3187.70000004768,"random_associations","p048-p167","inlove",0
33409,"p168","director",1,9,67,455007,"p056","pentagon_red","pentagon","","",NA,5452.99999999994,"random_associations","p056-p168","red",NA
33411,"p168","director",1,11,74,494050,"p056","circle_red","circle","","",NA,2980,"random_associations","p056-p168","red",NA
33413,"p168","director",1,13,81,513254,"p056","cross_yellow","cross","","",NA,2741.99999999994,"random_associations","p056-p168","yellow",NA
33415,"p168","director",1,15,88,532964,"p056","star_yellow","star","","",NA,5812,"random_associations","p056-p168","yellow",NA
33417,"p168","director",1,17,95,549304,"p056","pentagon_yellow","pentagon","","",NA,1785,"random_associations","p056-p168","yellow",NA
33419,"p168","director",1,19,102,565899,"p056","cross_yellow","cross","","",NA,1752,"random_associations","p056-p168","yellow",NA
33421,"p168","director",1,21,109,582978,"p056","star_pink","star","","",NA,2891,"random_associations","p056-p168","pink",NA
33423,"p168","director",1,23,116,600805,"p056","circle_pink","circle","","",NA,1961,"random_associations","p056-p168","pink",NA
33425,"p168","director",1,25,123,616256,"p056","star_yellow","star","","",NA,1266,"random_associations","p056-p168","yellow",NA
33427,"p168","director",1,27,130,632051,"p056","cross_pink","cross","","",NA,1819,"random_associations","p056-p168","pink",NA
33429,"p168","director",1,29,137,649075,"p056","circle_red","circle","","",NA,1903,"random_associations","p056-p168","red",NA
33431,"p168","director",1,31,144,667961,"p056","pentagon_grey","pentagon","","",NA,4517,"random_associations","p056-p168","grey",NA
33433,"p168","director",1,33,151,688241,"p056","circle_yellow","circle","","",NA,6556.99999999988,"random_associations","p056-p168","yellow",NA
33435,"p168","director",1,35,158,711808,"p056","pentagon_yellow","pentagon","","",NA,8052.00000000012,"random_associations","p056-p168","yellow",NA
33437,"p168","director",1,37,165,728376,"p056","cross_yellow","cross","","",NA,3256,"random_associations","p056-p168","yellow",NA
33439,"p168","director",1,39,172,745453,"p056","star_grey","star","","",NA,1805,"random_associations","p056-p168","grey",NA
33441,"p168","director",1,41,179,764503,"p056","cross_pink","cross","","",NA,4338,"random_associations","p056-p168","pink",NA
33443,"p168","director",1,43,186,781762,"p056","star_red","star","","",NA,1291,"random_associations","p056-p168","red",NA
33445,"p168","director",1,45,193,798053,"p056","pentagon_pink","pentagon","","",NA,1928,"random_associations","p056-p168","pink",NA
33447,"p168","director",1,47,200,812654,"p056","circle_yellow","circle","","",NA,1441,"random_associations","p056-p168","yellow",NA
33449,"p168","director",1,49,207,827435,"p056","cross_yellow","cross","","",NA,1873.00000000012,"random_associations","p056-p168","yellow",NA
33451,"p168","director",1,51,214,845027,"p056","pentagon_pink","pentagon","","",NA,3583,"random_associations","p056-p168","pink",NA
33453,"p168","director",1,53,221,859724,"p056","star_pink","star","","",NA,1472,"random_associations","p056-p168","pink",NA
33455,"p168","director",1,55,228,874239,"p056","circle_yellow","circle","","",NA,1714,"random_associations","p056-p168","yellow",NA
33457,"p168","director",1,57,235,889501,"p056","star_red","star","","",NA,1484,"random_associations","p056-p168","red",NA
33459,"p168","director",1,59,242,905250,"p056","cross_yellow","cross","","",NA,1900.00000000012,"random_associations","p056-p168","yellow",NA
33461,"p168","director",1,61,249,919860,"p056","pentagon_yellow","pentagon","","",NA,1259.00000000012,"random_associations","p056-p168","yellow",NA
33463,"p168","director",1,63,256,934170,"p056","circle_grey","circle","","",NA,1531,"random_associations","p056-p168","grey",NA
33465,"p168","director",1,65,263,949349,"p056","cross_yellow","cross","","",NA,1200.00000000012,"random_associations","p056-p168","yellow",NA
33467,"p168","director",1,67,270,964209,"p056","pentagon_yellow","pentagon","","",NA,1719,"random_associations","p056-p168","yellow",NA
33469,"p168","director",1,69,277,979446,"p056","star_grey","star","","",NA,1304,"random_associations","p056-p168","grey",NA
33471,"p168","director",1,71,284,993067,"p056","circle_pink","circle","","",NA,1435,"random_associations","p056-p168","pink",NA
33473,"p168","director",2,73,293,1031164,"p056","splat_grey","star","","",NA,13384,"random_associations","p056-p168","grey",0
33475,"p168","director",2,75,300,1096233,"p056","splat_yellow","star","","",NA,6890.99999999977,"random_associations","p056-p168","yellow",0
33477,"p168","director",2,77,307,1154692,"p056","splat_red","pentagon","","",NA,5350,"random_associations","p056-p168","red",0
33479,"p168","director",2,79,314,1194721,"p056","splat_pink","circle","","",NA,9010,"random_associations","p056-p168","pink",0
33481,"p168","director",2,81,321,1236336,"p056","splat_grey","pentagon","","",NA,7032,"random_associations","p056-p168","grey",0
33483,"p168","director",2,83,328,1264369,"p056","splat_pink","star","","",NA,4331,"random_associations","p056-p168","pink",0
33485,"p168","director",2,85,335,1286397,"p056","splat_yellow","star","","",NA,3832,"random_associations","p056-p168","yellow",0
33487,"p168","director",2,87,342,1324279,"p056","splat_red","star","","",NA,10323,"random_associations","p056-p168","red",1
33489,"p168","director",2,89,349,1351587,"p056","splat_red","pentagon","","",NA,4685.99999999977,"random_associations","p056-p168","red",0
33491,"p168","director",2,91,356,1389914,"p056","splat_yellow","star","","",NA,12972,"random_associations","p056-p168","yellow",0
33493,"p168","director",2,93,363,1417015,"p056","splat_pink","star","","",NA,10358.0000000002,"random_associations","p056-p168","pink",0
33495,"p168","director",2,95,370,1439944,"p056","splat_grey","star","","",NA,6676,"random_associations","p056-p168","grey",0
33497,"p168","director",2,97,377,1460084,"p056","splat_red","circle","","",NA,3770,"random_associations","p056-p168","red",0
33499,"p168","director",2,99,384,1488746,"p056","splat_grey","cross","","",NA,6989,"random_associations","p056-p168","grey",1
33501,"p168","director",2,101,391,1506444,"p056","splat_pink","star","","",NA,2230,"random_associations","p056-p168","pink",0
33503,"p168","director",2,103,398,1521757,"p056","splat_yellow","circle","","",NA,1807,"random_associations","p056-p168","yellow",0
33505,"p168","director",3,105,405,1540459,"p056","circle_grey","circle","","",NA,3758,"random_associations","p056-p168","grey",0
33507,"p168","director",3,107,412,1562303,"p056","circle_yellow","circle","","",NA,5436,"random_associations","p056-p168","yellow",0
33509,"p168","director",3,109,419,1597954,"p056","pentagon_red","pentagon","","",NA,8322.99999999977,"random_associations","p056-p168","red",1
33511,"p168","director",3,111,426,1623758,"p056","pentagon_pink","circle","","",NA,8732,"random_associations","p056-p168","pink",0
33513,"p168","director",3,113,433,1640862,"p056","cross_grey","pentagon","","",NA,2675.99999999977,"random_associations","p056-p168","grey",0
33515,"p168","director",3,115,440,1660011,"p056","circle_pink","circle","","",NA,2766,"random_associations","p056-p168","pink",0
33517,"p168","director",3,117,447,1695631,"p056","star_yellow","cross","","",NA,10392,"random_associations","p056-p168","yellow",0
33519,"p168","director",3,119,454,1718068,"p056","star_red","circle","","",NA,5887,"random_associations","p056-p168","red",0
33521,"p168","director",3,121,461,1738936,"p056","pentagon_pink","pentagon","","",NA,2715,"random_associations","p056-p168","pink",0
33523,"p168","director",3,123,468,1752777,"p056","circle_red","cross","","",NA,2148.00000000023,"random_associations","p056-p168","red",0
33525,"p168","director",3,125,475,1765574,"p056","star_yellow","star","","",NA,1713,"random_associations","p056-p168","yellow",1
33527,"p168","director",3,127,482,1778358,"p056","star_grey","circle","","",NA,1964,"random_associations","p056-p168","grey",0
33529,"p168","director",3,129,489,1792551,"p056","pentagon_yellow","star","","",NA,2129,"random_associations","p056-p168","yellow",1
33531,"p168","director",3,131,496,1811876,"p056","circle_red","circle","","",NA,7366,"random_associations","p056-p168","red",0
33533,"p168","director",3,133,503,1827301,"p056","cross_grey","star","","",NA,4292,"random_associations","p056-p168","grey",0
33535,"p168","director",3,135,510,1840225,"p056","pentagon_pink","circle","","",NA,1644,"random_associations","p056-p168","pink",0
33537,"p168","director",4,137,519,1864351,"p056","volcano","pentagon","","",NA,9381,"random_associations","p056-p168","volcano",0
