"X","participant_id","exp_trial_type","block_n","trial_n","trial_index","time_elapsed","partner_id","object","label","object_choices","object_selected","score","rt","condition","pair_id","key_feature","predicted"
26890,"p135","director",2,90,352,1296374,"p142","splat_grey","star","","",NA,2033.80000001192,"fixed_associations","p135-p142","grey",1
26892,"p135","director",2,92,359,1313493,"p142","splat_yellow","circle","","",NA,3577.30000001192,"fixed_associations","p135-p142","yellow",1
26894,"p135","director",2,94,366,1329812,"p142","splat_red","cross","","",NA,3626.69999998808,"fixed_associations","p135-p142","red",1
26896,"p135","director",2,96,373,1346981,"p142","splat_pink","pentagon","","",NA,4240.19999998808,"fixed_associations","p135-p142","pink",1
26898,"p135","director",2,98,380,1361351,"p142","splat_grey","star","","",NA,1278,"fixed_associations","p135-p142","grey",1
26900,"p135","director",2,100,387,1376215,"p142","splat_yellow","circle","","",NA,1436.30000001192,"fixed_associations","p135-p142","yellow",1
26902,"p135","director",2,102,394,1390660,"p142","splat_pink","pentagon","","",NA,1072.80000001192,"fixed_associations","p135-p142","pink",1
26904,"p135","director",2,104,401,1406687,"p142","splat_red","cross","","",NA,2622.40000003576,"fixed_associations","p135-p142","red",1
26906,"p135","director",3,106,408,1426855,"p142","pentagon_grey","star","","",NA,1197.69999998808,"fixed_associations","p135-p142","grey",1
26908,"p135","director",3,108,415,1442882,"p142","star_yellow","circle","","",NA,1631.69999998808,"fixed_associations","p135-p142","yellow",1
26910,"p135","director",3,110,422,1457128,"p142","circle_red","cross","","",NA,1390.80000001192,"fixed_associations","p135-p142","red",1
26912,"p135","director",3,112,429,1472842,"p142","circle_pink","pentagon","","",NA,1641.39999997616,"fixed_associations","p135-p142","pink",1
26914,"p135","director",3,114,436,1489451,"p142","star_pink","pentagon","","",NA,1411.09999996424,"fixed_associations","p135-p142","pink",1
26916,"p135","director",3,116,443,1505474,"p142","star_yellow","circle","","",NA,1852.69999998808,"fixed_associations","p135-p142","yellow",1
26918,"p135","director",3,118,450,1528512,"p142","circle_grey","star","","",NA,2537.69999998808,"fixed_associations","p135-p142","grey",1
26920,"p135","director",3,120,457,1543561,"p142","pentagon_red","cross","","",NA,1681.40000003576,"fixed_associations","p135-p142","red",1
26922,"p135","director",3,122,464,1559620,"p142","circle_red","cross","","",NA,1380.90000003576,"fixed_associations","p135-p142","red",1
26924,"p135","director",3,124,471,1578401,"p142","star_yellow","circle","","",NA,5438.69999998808,"fixed_associations","p135-p142","yellow",1
26926,"p135","director",3,126,478,1594239,"p142","pentagon_grey","star","","",NA,2362.70000004768,"fixed_associations","p135-p142","grey",1
26928,"p135","director",3,128,485,1610150,"p142","star_pink","pentagon","","",NA,1530.70000004768,"fixed_associations","p135-p142","pink",1
26930,"p135","director",3,130,492,1624843,"p142","cross_grey","star","","",NA,1070.69999998808,"fixed_associations","p135-p142","grey",1
26932,"p135","director",3,132,499,1640697,"p142","cross_yellow","circle","","",NA,1393.39999997616,"fixed_associations","p135-p142","yellow",1
26934,"p135","director",3,134,506,1655591,"p142","star_pink","pentagon","","",NA,1834.5,"fixed_associations","p135-p142","pink",1
26936,"p135","director",3,136,513,1670352,"p142","star_red","cross","","",NA,1144.40000003576,"fixed_associations","p135-p142","red",1
26938,"p135","director",4,138,522,1709346,"p142","city","star","","",NA,5271.20000004768,"fixed_associations","p135-p142","city",1
26940,"p135","director",4,140,529,1729847,"p142","pig","pentagon","","",NA,2716,"fixed_associations","p135-p142","pig",1
26942,"p135","director",4,142,536,1749953,"p142","volcano","star","","",NA,4504.60000002384,"fixed_associations","p135-p142","volcano",0
26944,"p135","director",4,144,543,1770465,"p142","banana","circle","","",NA,1196.80000001192,"fixed_associations","p135-p142","banana",1
26946,"p135","director",4,146,550,1788515,"p142","volcano","star","","",NA,1409.5,"fixed_associations","p135-p142","volcano",0
26948,"p135","director",4,148,557,1806848,"p142","pig","pentagon","","",NA,2517.79999995232,"fixed_associations","p135-p142","pig",1
26950,"p135","director",4,150,564,1826085,"p142","banana","circle","","",NA,1427.60000002384,"fixed_associations","p135-p142","banana",1
26952,"p135","director",4,152,571,1850382,"p142","city","star","","",NA,4412.19999998808,"fixed_associations","p135-p142","city",1
26954,"p135","director",4,154,578,1874139,"p142","volcano","star","","",NA,1312.19999998808,"fixed_associations","p135-p142","volcano",0
26956,"p135","director",4,156,585,1893496,"p142","pig","pentagon","","",NA,4287,"fixed_associations","p135-p142","pig",1
26958,"p135","director",4,158,592,1910355,"p142","city","star","","",NA,1984.39999997616,"fixed_associations","p135-p142","city",1
26960,"p135","director",4,160,599,1928146,"p142","banana","circle","","",NA,1196.40000003576,"fixed_associations","p135-p142","banana",1
26962,"p135","director",4,162,606,1947700,"p142","city","star","","",NA,2645.40000003576,"fixed_associations","p135-p142","city",1
26964,"p135","director",4,164,613,1963210,"p142","volcano","cross","","",NA,1906.59999996424,"fixed_associations","p135-p142","volcano",1
26966,"p135","director",4,166,620,1983255,"p142","pig","pentagon","","",NA,1507.5,"fixed_associations","p135-p142","pig",1
26968,"p135","director",4,168,627,1998646,"p142","banana","circle","","",NA,1016.5,"fixed_associations","p135-p142","banana",1
26970,"p135","director",5,170,634,2029328,"p142","sad","star","","",NA,2333.19999998808,"fixed_associations","p135-p142","sad",1
26972,"p135","director",5,172,641,2048416,"p142","happy","circle","","",NA,2905.60000002384,"fixed_associations","p135-p142","happy",1
26974,"p135","director",5,174,648,2073861,"p142","inlove","pentagon","","",NA,7212.59999996424,"fixed_associations","p135-p142","inlove",1
26976,"p135","director",5,176,655,2092299,"p142","angry","cross","","",NA,1469.29999995232,"fixed_associations","p135-p142","angry",1
26978,"p135","director",5,178,662,2108457,"p142","happy","circle","","",NA,1582.80000001192,"fixed_associations","p135-p142","happy",1
26980,"p135","director",5,180,669,2126187,"p142","sad","star","","",NA,1605.39999997616,"fixed_associations","p135-p142","sad",1
26982,"p135","director",5,182,676,2146028,"p142","inlove","pentagon","","",NA,3726.40000003576,"fixed_associations","p135-p142","inlove",1
26984,"p135","director",5,184,683,2162246,"p142","angry","cross","","",NA,1262.29999995232,"fixed_associations","p135-p142","angry",1
26986,"p135","director",5,186,690,2181346,"p142","happy","circle","","",NA,4059.80000001192,"fixed_associations","p135-p142","happy",1
26988,"p135","director",5,188,697,2201539,"p142","inlove","pentagon","","",NA,4359,"fixed_associations","p135-p142","inlove",1
26990,"p135","director",5,190,704,2223703,"p142","sad","star","","",NA,4809.70000004768,"fixed_associations","p135-p142","sad",1
26992,"p135","director",5,192,711,2241289,"p142","angry","cross","","",NA,2797.19999998808,"fixed_associations","p135-p142","angry",1
26994,"p135","director",5,194,718,2257492,"p142","happy","circle","","",NA,1547.40000003576,"fixed_associations","p135-p142","happy",1
26996,"p135","director",5,196,725,2272982,"p142","sad","star","","",NA,1441.30000001192,"fixed_associations","p135-p142","sad",1
26998,"p135","director",5,198,732,2289159,"p142","inlove","pentagon","","",NA,2247.80000001192,"fixed_associations","p135-p142","inlove",1
27000,"p135","director",5,200,739,2304589,"p142","angry","cross","","",NA,1227.30000001192,"fixed_associations","p135-p142","angry",1
27010,"p136","director",1,10,70,426538,"p157","cross_grey","cross","","",NA,2596,"random_associations","p136-p157","grey",NA
27012,"p136","director",1,12,77,440896,"p157","circle_grey","circle","","",NA,1544,"random_associations","p136-p157","grey",NA
27014,"p136","director",1,14,84,457779,"p157","square_grey","square","","",NA,2939,"random_associations","p136-p157","grey",NA
27016,"p136","director",1,16,91,474353,"p157","hexagon_pink","hexagon","","",NA,2292,"random_associations","p136-p157","pink",NA
27018,"p136","director",1,18,98,490709,"p157","circle_yellow","circle","","",NA,1722,"random_associations","p136-p157","yellow",NA
27020,"p136","director",1,20,105,509249,"p157","square_red","square","","",NA,1827,"random_associations","p136-p157","red",NA
27022,"p136","director",1,22,112,525298,"p157","cross_grey","cross","","",NA,1973.99999999988,"random_associations","p136-p157","grey",NA
27024,"p136","director",1,24,119,541505,"p157","hexagon_yellow","hexagon","","",NA,2202,"random_associations","p136-p157","yellow",NA
27026,"p136","director",1,26,126,558439,"p157","hexagon_red","hexagon","","",NA,2246.00000000012,"random_associations","p136-p157","red",NA
27028,"p136","director",1,28,133,587037,"p157","square_pink","square","","",NA,2386,"random_associations","p136-p157","pink",NA
27030,"p136","director",1,30,140,603352,"p157","cross_pink","cross","","",NA,1676,"random_associations","p136-p157","pink",NA
27032,"p136","director",1,32,147,619734,"p157","circle_grey","circle","","",NA,2102,"random_associations","p136-p157","grey",NA
27034,"p136","director",1,34,154,636667,"p157","hexagon_grey","hexagon","","",NA,1887,"random_associations","p136-p157","grey",NA
27036,"p136","director",1,36,161,654483,"p157","circle_red","circle","","",NA,2443.99999999988,"random_associations","p136-p157","red",NA
27038,"p136","director",1,38,168,674338,"p157","square_yellow","square","","",NA,4033,"random_associations","p136-p157","yellow",NA
27040,"p136","director",1,40,175,691846,"p157","cross_grey","cross","","",NA,2184.00000000012,"random_associations","p136-p157","grey",NA
27042,"p136","director",1,42,182,732418,"p157","hexagon_grey","hexagon","","",NA,2008.00000000012,"random_associations","p136-p157","grey",NA
27044,"p136","director",1,44,189,750543,"p157","cross_pink","cross","","",NA,2867.00000000012,"random_associations","p136-p157","pink",NA
27046,"p136","director",1,46,196,768292,"p157","square_pink","square","","",NA,1954,"random_associations","p136-p157","pink",NA
27048,"p136","director",1,48,203,785241,"p157","circle_grey","circle","","",NA,1677,"random_associations","p136-p157","grey",NA
27050,"p136","director",1,50,210,801381,"p157","hexagon_grey","hexagon","","",NA,1882,"random_associations","p136-p157","grey",NA
27052,"p136","director",1,52,217,816296,"p157","circle_yellow","circle","","",NA,1640,"random_associations","p136-p157","yellow",NA
27054,"p136","director",1,54,224,847262,"p157","square_grey","square","","",NA,2608,"random_associations","p136-p157","grey",NA
27056,"p136","director",1,56,231,865243,"p157","cross_red","cross","","",NA,1843,"random_associations","p136-p157","red",NA
27058,"p136","director",1,58,238,881185,"p157","circle_red","circle","","",NA,1655,"random_associations","p136-p157","red",NA
27060,"p136","director",1,60,245,896901,"p157","cross_red","cross","","",NA,1767,"random_associations","p136-p157","red",NA
27062,"p136","director",1,62,252,915516,"p157","hexagon_yellow","hexagon","","",NA,2588,"random_associations","p136-p157","yellow",NA
27064,"p136","director",1,64,259,935222,"p157","square_red","square","","",NA,4247,"random_associations","p136-p157","red",NA
27066,"p136","director",1,66,266,953381,"p157","circle_grey","circle","","",NA,1925.99999999988,"random_associations","p136-p157","grey",NA
27068,"p136","director",1,68,273,969088,"p157","cross_pink","cross","","",NA,1453,"random_associations","p136-p157","pink",NA
27070,"p136","director",1,70,280,1018517,"p157","square_grey","square","","",NA,2103.00000000012,"random_associations","p136-p157","grey",NA
27072,"p136","director",1,72,287,1042698,"p157","hexagon_grey","hexagon","","",NA,3492.00000000023,"random_associations","p136-p157","grey",NA
27074,"p136","director",2,74,296,1194563,"p157","splat_yellow","circle","","",NA,4264,"random_associations","p136-p157","yellow",0
27076,"p136","director",2,76,303,1218101,"p157","splat_red","square","","",NA,2154,"random_associations","p136-p157","red",1
27078,"p136","director",2,78,310,1242750,"p157","splat_grey","circle","","",NA,2733,"random_associations","p136-p157","grey",0
27080,"p136","director",2,80,317,1266455,"p157","splat_pink","hexagon","","",NA,2584.00000000023,"random_associations","p136-p157","pink",1
27082,"p136","director",2,82,324,1285297,"p157","splat_grey","circle","","",NA,2373,"random_associations","p136-p157","grey",0
27084,"p136","director",2,84,331,1314111,"p157","splat_pink","hexagon","","",NA,4669,"random_associations","p136-p157","pink",1
27086,"p136","director",2,86,338,1396881,"p157","splat_yellow","circle","","",NA,4247,"random_associations","p136-p157","yellow",0
27088,"p136","director",2,88,345,1415355,"p157","splat_red","square","","",NA,3407,"random_associations","p136-p157","red",1
27090,"p136","director",2,90,352,1437320,"p157","splat_red","square","","",NA,4965.00000000023,"random_associations","p136-p157","red",1
27092,"p136","director",2,92,359,1457919,"p157","splat_grey","circle","","",NA,1600,"random_associations","p136-p157","grey",0
27094,"p136","director",2,94,366,1484851,"p157","splat_yellow","cross","","",NA,7786,"random_associations","p136-p157","yellow",0
27096,"p136","director",2,96,373,1501809,"p157","splat_pink","hexagon","","",NA,2931.99999999977,"random_associations","p136-p157","pink",1
27098,"p136","director",2,98,380,1556538,"p157","splat_grey","circle","","",NA,5190.99999999977,"random_associations","p136-p157","grey",0
27100,"p136","director",2,100,387,1574546,"p157","splat_red","square","","",NA,1772,"random_associations","p136-p157","red",1
27102,"p136","director",2,102,394,1593136,"p157","splat_yellow","cross","","",NA,5069.00000000023,"random_associations","p136-p157","yellow",0
27104,"p136","director",2,104,401,1621900,"p157","splat_pink","hexagon","","",NA,2795,"random_associations","p136-p157","pink",1
27106,"p136","director",3,106,408,1639317,"p157","circle_grey","circle","","",NA,1997.99999999977,"random_associations","p136-p157","grey",1
27108,"p136","director",3,108,415,1708621,"p157","circle_red","circle","","",NA,4802,"random_associations","p136-p157","red",0
27110,"p136","director",3,110,422,1731086,"p157","hexagon_pink","hexagon","","",NA,2203,"random_associations","p136-p157","pink",1
27112,"p136","director",3,112,429,1755717,"p157","square_yellow","square","","",NA,4473,"random_associations","p136-p157","yellow",0
27114,"p136","director",3,114,436,1774507,"p157","square_red","square","","",NA,2013,"random_associations","p136-p157","red",1
